"Currency","Currency"
"Custom currency symbols were applied successfully.","自定貨幣符號進行了成功的應用。"
"Manage Currency","管理貨幣"
"Manage Currency Rates","管理貨幣匯率"
"Rates","價格"
"Save Currency Symbols","保存貨幣符號"
"Symbol","Symbol"
"Symbols","符號"
"System","系統"
"Use Standard","使用標準"
