"Enable Log Cleaning","பதிவுகளை சுத்தபடுத்துவதை இயலுமைப்படுத்தவும் "
"Error Email Recipient","மின்னஞ்சல் பெறுநரில் பிழை "
"Error Email Sender","மின்னஞ்சல் அனுப்புநரில் பிழை "
"Error Email Template","மின்னஞ்சல் டெம்ப்ளேடில் பிழை "
"Frequency","எவ்வளவு முறை"
"Log Cleaning","பதிவுகளை சுத்தபடுத்தவும் "
"Log cleanup Warnings","பதிவுகளை சுத்தபடுத்தவதற்க்கான எச்சரிக்கை "
"Save Log, Days","பதிவு, நாட்கள் சேமிக்க"
"Start Time","தொடக்க நேரம் "
